uint32_from_stop_id,uint32_to_stop_id,uint32_min_transfer_time
1824,2365,108
1824,2366,343
1825,1781,110
1825,1824,368
1825,1826,396
1825,1827,126
1825,2363,367
1825,2364,0
1825,2365,293
1825,2366,101
1826,1824,108
1826,1825,396
1826,1827,370
1826,1842,124
1826,2363,108
1826,2364,396
1826,2365,0
1826,2366,241
1827,1824,400
1827,1825,126
1827,1826,370
1827,1928,127
1827,2363,311
1827,2364,126
1827,2365,235
1827,2366,0
1828,2040,95
1828,2367,0
1832,1651,136
1832,1698,116
1832,1833,72
1832,1834,90
1832,2338,74
1832,2339,90
1832,2371,0
1832,2531,153
1833,1651,176
1833,1832,72
1833,1834,90
1833,2058,137
1833,2338,0
1833,2339,90
1833,2371,72
1833,2531,149
1834,1651,200
1834,1789,120
1834,1832,90
1834,1833,90
1834,2338,90
1834,2339,0
1834,2371,90
1834,2531,200
1836,1794,96
1836,2303,0
1841,1720,120
1841,2308,0
1842,1646,94
1842,2309,0
1843,1700,108
1843,1844,98
1843,2310,0
1843,2311,103
1844,1714,133
1844,1843,98
1844,2310,106
1844,2311,0
1845,1653,91
1845,1721,100
1845,2312,0
1845,2533,105
1846,1847,95
1846,1889,118
1846,2313,0
1846,2314,125
1846,3343767,180
1846,3343768,180
1847,1757,108
1847,1846,95
1847,2313,88
1847,2314,0
1847,3343767,180
1847,3343768,180
1849,1971,108
1849,2316,0
1854,1648,122
1854,2321,0
1855,1964,102
1855,2322,0
1856,1803,127
1856,2323,0
1858,1796,118
1858,2325,0
1860,1861,60
1860,2085,117
1860,2327,0
1860,2328,75
1861,1860,60
1861,2327,70
1861,2328,0
1862,2044,131
1862,2329,0
1864,1773,90
1864,2331,0
1867,1653,132
1867,2334,0
1869,1723,141
1869,2336,0
1869,1166838,180
1869,1166839,180
1869,3343765,180
1869,3343766,180
1870,1986,110
1870,2337,0
1871,2301,0
1872,1947,197
1872,2268,0
1873,2269,0
1874,2270,0
1874,1692060,134
1875,1753,114
1875,2271,0
1876,1808,90
1876,1925,150
1876,2272,0
1879,1749,133
1879,2275,0
1880,1879,127
1880,2276,0
1881,1634,110
1881,2277,0
1882,1745,107
1882,2278,0
1883,1655,180
1883,1886,142
1883,2279,0
1883,2535,172
1884,1747,178
1884,2280,0
1886,1743,147
1886,2282,0
1887,2283,0
1888,1748,116
1888,2284,0
1889,1722,98
1889,1890,59
1889,2285,0
1889,2286,67
1890,1889,59
1890,1972,101
1890,2285,77
1890,2286,0
1891,1746,133
1891,2287,0
1892,1893,175
1892,2036,113
1892,2288,0
1892,2289,144
1893,1892,175
1893,1965,90
1893,2288,192
1893,2289,0
1895,2043,111
1895,2291,0
1897,2025,135
1897,2293,0
1897,3343761,180
1897,3343762,180
1898,1767,125
1898,2294,0
1899,1762,93
1899,2295,0
1900,1674,118
1900,1901,235
1900,1902,143
1900,2296,0
1900,2297,229
1900,2298,133
1901,1675,106
1901,1900,235
1901,1902,174
1901,2296,231
1901,2297,0
1901,2298,166
1902,1861,135
1902,1900,143
1902,1901,174
1902,2296,143
1902,2297,168
1902,2298,0
1903,2031,112
1903,2299,0
1905,1758,90
1905,2266,0
1906,1883,97
1906,2267,0
1907,1649,118
1907,1908,14
1907,2232,0
1907,2233,76
1908,1907,14
1908,1952,198
1908,2232,67
1908,2233,0
1909,2030,156
1909,2234,0
1910,1957,420
1910,1958,420
1910,2086,122
1910,2212,420
1910,2213,420
1910,2235,0
1911,1944,129
1911,2236,0
1916,1657,143
1916,1661,137
1916,2241,0
1916,2537,143
1916,3343755,180
1916,3343756,180
1917,1708,147
1917,2242,0
1920,1906,124
1920,2245,0
1922,1901,103
1922,2247,0
1925,1639,120
1925,2250,0
1926,2069,93
1926,2251,0
1927,1690,117
1927,1928,160
1927,2252,0
1927,2253,151
1928,1719,108
1928,1927,160
1928,2252,152
1928,2253,0
1930,1825,120
1930,2255,0
1932,1891,105
1932,2257,0
1933,1887,162
1933,2258,0
1934,1855,97
1934,2259,0
1935,1630,103
1935,2260,0
1936,1816,90
1936,2261,0
1938,1826,103
1938,2263,0
1944,2055,157
1944,2199,0
1945,1946,300
1945,1961,112
1945,2200,0
1945,2201,300
1946,1730,102
1946,1945,300
1946,2200,300
1946,2201,0
1947,2202,0
1947,1662795,140
1948,1827,118
1948,2203,0
1949,1737,122
1949,2204,0
1950,1659,61
1950,1785,142
1950,2205,0
1950,2539,61
1951,1641,126
1951,1952,145
1951,2206,0
1951,2207,129
1952,1951,145
1952,2206,169
1952,2207,0
1953,1954,67
1953,2034,106
1953,2076,83
1953,2125,107
1953,2208,0
1953,2209,95
1954,1800,139
1954,1953,67
1954,2076,70
1954,2125,55
1954,2208,59
1954,2209,0
1955,2062,161
1955,2210,0
1955,1166832,420
1955,1166833,420
1957,1910,420
1957,1953,114
1957,1958,161
1957,2212,0
1957,2213,184
1957,2235,420
1958,1910,420
1958,1957,161
1958,2076,150
1958,2212,124
1958,2213,0
1958,2235,420
1959,1874,128
1959,2214,0
1961,2028,117
1961,2216,0
1962,1640,99
1962,2217,0
1963,2218,0
1963,967988,90
1964,1965,400
1964,1966,257
1964,1975,107
1964,2036,89
1964,2155,109
1964,2219,0
1964,2220,400
1964,2221,248
1964,1166834,180
1964,1166835,180
1965,1964,400
1965,1966,250
1965,2036,240
1965,2155,250
1965,2219,400
1965,2220,0
1965,2221,250
1965,1166834,420
1965,1166835,420
1966,1805,113
1966,1964,257
1966,1965,250
1966,2036,264
1966,2155,298
1966,2219,271
1966,2220,126
1966,2221,0
1966,1166834,360
1966,1166835,360
1969,1880,110
1969,2224,0
1971,1847,134
1971,1972,133
1971,2226,0
1971,2227,99
1972,1702,98
1972,1971,133
1972,2226,119
1972,2227,0
1974,1836,90
1974,2229,0
1975,1729,95
1975,2230,0
1977,1811,90
1977,2167,0
1978,1900,109
1978,2168,0
1980,1982,119
1980,2083,135
1980,2170,0
1980,2172,119
1980,3343763,180
1980,3343764,180
1982,1869,120
1982,1980,119
1982,2170,96
1982,2172,0
1982,3343763,180
1982,3343764,180
1984,1691,102
1984,2174,0
1985,2080,90
1985,2175,0
1986,1750,135
1986,2176,0
1987,1962,127
1987,2177,0
1989,1684,103
1989,2179,0
1993,1873,167
1993,2183,0
1996,1828,98
1996,1997,105
1996,2185,0
1996,2186,84
1997,1763,104
1997,1996,105
1997,2185,101
1997,2186,0
2001,1678,118
2001,2190,0
2001,3343773,180
2001,3343774,180
2002,2013,90
2002,2191,0
2004,1817,161
2004,2193,0
2005,2004,150
2005,2194,0
2007,1760,108
2007,2196,0
2008,2063,113
2008,2164,0
2009,1741,128
2009,2165,0
2013,2075,90
2013,2132,0
2014,1882,94
2014,2133,0
2015,1849,97
2015,2134,0
2016,1657,93
2016,2135,0
2017,1793,210
2017,2136,0
2018,1908,110
2018,2137,0
2020,1854,108
2020,2139,0
2025,1820,125
2025,2083,95
2025,2144,0
2025,2544,59
2026,1818,112
2028,2029,62
2028,2030,86
2028,2048,103
2028,2147,0
2028,2148,60
2028,2149,68
2029,1694,150
2029,2028,62
2029,2030,73
2029,2147,64
2029,2148,0
2029,2149,81
2030,2028,86
2030,2029,73
2030,2147,74
2030,2148,59
2030,2149,0
2031,2057,133
2031,2150,0
2032,1709,115
2032,2151,0
2033,2061,96
2033,2152,0
2034,1677,90
2034,2153,0
2035,2067,121
2035,2154,0
2036,1864,93
2036,1964,89
2036,1965,240
2036,1966,264
2036,2155,0
2036,2219,104
2036,2220,240
2036,2221,255
2036,1166834,180
2036,1166835,180
2037,1920,111
2037,2156,0
2040,1735,106
2040,2159,0
2041,1788,93
2041,2160,0
2043,1946,146
2043,2162,0
2044,1802,106
2044,2163,0
2046,1791,108
2046,2096,0
2048,1755,109
2048,2098,0
2050,1765,94
2050,2051,93
2050,2099,0
2050,2100,119
2051,1761,111
2051,2050,93
2051,2099,111
2051,2100,0
2052,1982,129
2052,2101,0
2055,1744,150
2055,2104,0
2057,1916,105
2057,2106,0
2058,2041,106
2058,2107,0
2061,1957,148
2061,2086,104
2061,2110,0
2061,2547,104
2062,1642,145
2062,2063,75
2062,2111,0
2062,2112,68
2062,3343785,180
2062,3343786,180
2063,1759,125
2063,2062,75
2063,2111,100
2063,2112,0
2063,3343785,180
2063,3343786,180
2065,2081,103
2065,2114,0
2066,1963,97
2066,2087,95
2066,2115,0
2066,2548,98
2067,1725,104
2067,2116,0
2068,1644,110
2068,2117,0
2068,1166830,180
2068,1166831,180
2069,1780,96
2069,2118,0
2071,1795,110
2071,2120,0
2072,1932,143
2072,2121,0
2073,1909,93
2073,2122,0
2075,1902,90
2075,2124,0
2076,1898,123
2076,1953,83
2076,1954,70
2076,2125,0
2076,2208,72
2076,2209,55
2079,2087,93
2079,2128,0
2080,1703,93
2080,2093,0
2081,2082,90
2081,2094,0
2081,3343795,180
2081,3343796,180
2082,2068,115
2082,2543,0
2083,1945,99
2083,2025,95
2083,2144,106
2083,2544,0
2085,1954,126
2085,2546,0
2086,2046,112
2086,2061,104
2086,2110,91
2086,2547,0
2087,1978,118
2087,2066,95
2087,2115,139
2087,2548,0
2088,1884,107
2088,2549,0
2089,2072,223
2089,2550,0
2093,2080,0
2093,2175,98
2094,2081,0
2094,2114,111
2094,3343795,180
2094,3343796,180
2096,2046,0
2096,2547,120
2098,2048,0
2098,2147,106
2099,2050,0
2099,2051,111
2099,2100,137
2099,2493,97
2100,2050,119
2100,2051,0
2100,2099,137
2100,967989,133
2101,2052,0
2101,2479,90
2104,2055,0
2104,2199,164
2106,2057,0
2106,2150,114
2107,2058,0
2107,2338,166
2110,2061,0
2110,2086,91
2110,2152,101
2110,2547,91
2111,2062,0
2111,2063,100
2111,2112,96
2111,2210,153
2111,3343785,180
2111,3343786,180
2112,2062,68
2112,2063,0
2112,2111,96
2112,2164,97
2112,3343785,180
2112,3343786,180
2114,2065,0
2114,2399,90
2115,2066,0
2115,2087,139
2115,2436,113
2115,2548,132
2116,2067,0
2116,2154,160
2117,2068,0
2117,2543,110
2117,1166830,180
2117,1166831,180
2118,2069,0
2118,2251,108
2120,2071,0
2120,2401,111
2121,2072,0
2121,2550,287
2122,2073,0
2122,2497,90
2124,2075,0
2124,2132,90
2125,1953,107
2125,1954,55
2125,2076,0
2125,2208,99
2125,2209,15
2125,2213,157
2128,2079,0
2128,2351,109
2132,2013,0
2132,2191,114
2133,2014,0
2133,2531,136
2134,2015,0
2134,2373,93
2135,2016,0
2135,2475,90
2136,2017,0
2136,2521,103
2137,2018,0
2137,2350,90
2139,2020,0
2139,2529,97
2144,2025,0
2144,2083,106
2144,2293,141
2144,2544,72
2147,2028,0
2147,2029,64
2147,2030,74
2147,2148,52
2147,2149,20
2147,2216,119
2148,2028,60
2148,2029,0
2148,2030,59
2148,2147,52
2148,2149,89
2148,2494,115
2149,2028,68
2149,2029,81
2149,2030,0
2149,2147,20
2149,2148,89
2149,2234,150
2150,2031,0
2150,2299,102
2151,2032,0
2151,2513,130
2152,2033,0
2152,2535,80
2153,2034,0
2153,2208,102
2154,2035,0
2155,1964,109
2155,1965,250
2155,1966,298
2155,2036,0
2155,2219,130
2155,2220,210
2155,2221,284
2155,2288,103
2155,1166834,180
2155,1166835,180
2156,2037,0
2156,2402,94
2159,2040,0
2159,2185,90
2159,2367,87
2160,2041,0
2160,2107,109
2162,2043,0
2162,2291,111
2163,2044,0
2163,2329,97
2164,2008,0
2164,2445,104
2165,2009,0
2165,2536,123
2167,1977,0
2167,2533,90
2168,1978,0
2168,2548,121
2170,1980,0
2170,1982,96
2170,2172,96
2170,2498,90
2170,3343763,180
2170,3343764,180
2172,1980,119
2172,1982,0
2172,2101,137
2172,2170,96
2172,3343763,180
2172,3343764,180
2174,1984,0
2174,2428,129
2175,1985,0
2175,2422,112
2176,1986,0
2176,2337,154
2177,1987,0
2177,2404,119
2179,1989,0
2179,2361,93
2183,1993,0
2183,2449,125
2185,1996,0
2185,1997,101
2185,2186,80
2185,2367,30
2185,2525,93
2186,1996,84
2186,1997,0
2186,2185,80
2186,2520,107
2190,2001,0
2190,2457,115
2190,3343773,180
2190,3343774,180
2191,1797,90
2191,2002,0
2193,2004,0
2193,2194,170
2194,2005,0
2196,2007,0
2196,2542,90
2199,1944,0
2199,2236,157
2200,1945,0
2200,1946,300
2200,2201,300
2200,2544,119
2201,1945,300
2201,1946,0
2201,2162,130
2201,2200,300
2202,1947,0
2202,2268,194
2203,1948,0
2203,2397,114
2204,1949,0
2205,1659,107
2205,1950,0
2205,2415,124
2205,2539,111
2206,1951,0
2206,1952,169
2206,2207,145
2206,2437,137
2207,1951,129
2207,1952,0
2207,2206,145
2207,2233,150
2208,1953,0
2208,1954,59
2208,2076,72
2208,2125,99
2208,2209,100
2208,2212,129
2209,1953,95
2209,1954,0
2209,2076,55
2209,2125,15
2209,2208,100
2209,2546,90
2210,1955,0
2210,2443,128
2210,1166832,240
2210,1166833,240
2212,1910,420
2212,1957,0
2212,1958,124
2212,2110,132
2212,2213,145
2212,2235,420
2213,1910,420
2213,1957,184
2213,1958,0
2213,2212,145
2213,2235,420
2213,2485,156
2214,1959,0
2214,2426,144
2216,1961,0
2216,2200,98
2217,1962,0
2217,2177,113
2218,1963,0
2218,2115,103
2219,1964,0
2219,1965,400
2219,1966,271
2219,2036,104
2219,2155,130
2219,2220,400
2219,2221,262
2219,2322,116
2219,1166834,180
2219,1166835,180
2220,1964,400
2220,1965,0
2220,1966,126
2220,2036,240
2220,2155,210
2220,2219,400
2220,2221,123
2220,2289,90
2220,1166834,420
2220,1166835,420
2221,1964,248
2221,1965,250
2221,1966,0
2221,2036,255
2221,2155,284
2221,2219,262
2221,2220,123
2221,2345,118
2221,1166834,360
2221,1166835,360
2224,1969,0
2226,1971,0
2226,1972,119
2226,2227,86
2226,2316,108
2227,1971,99
2227,1972,0
2227,2226,86
2227,2286,106
2229,1974,0
2229,2524,90
2230,1975,0
2230,2219,99
2232,1907,0
2232,1908,67
2232,2233,78
2232,2491,143
2233,1907,76
2233,1908,0
2233,2137,102
2233,2232,78
2234,1909,0
2234,2122,90
2235,1910,0
2235,1957,420
2235,1958,420
2235,2212,420
2235,2213,420
2235,2484,104
2236,1911,0
2241,1657,133
2241,1916,0
2241,2106,95
2241,2537,133
2241,3343755,180
2241,3343756,180
2242,1917,0
2242,2440,101
2245,1920,0
2245,2156,108
2247,1922,0
2247,2382,115
2250,1925,0
2250,2272,157
2251,1926,0
2251,2537,90
2252,1927,0
2252,1928,152
2252,2253,144
2252,2541,99
2253,1927,151
2253,1928,0
2253,2252,144
2253,2366,123
2255,1930,0
2255,2409,116
2256,2354,97
2257,1932,0
2257,2121,146
2258,1933,0
2258,2342,121
2259,1934,0
2259,2374,106
2260,1935,0
2260,2467,124
2261,1936,0
2261,2425,118
2263,1938,0
2263,2392,123
2266,1905,0
2266,2408,83
2267,1906,0
2267,2245,134
2268,1872,0
2268,2419,150
2269,1873,0
2269,2183,124
2270,1874,0
2270,2214,123
2271,1875,0
2272,1876,0
2272,2495,97
2275,1879,0
2275,2276,133
2276,1880,0
2276,2224,118
2277,1881,0
2277,2510,134
2278,1882,0
2278,2133,90
2279,1655,187
2279,1883,0
2279,2267,101
2279,2535,170
2280,1884,0
2280,2549,110
2282,1886,0
2282,2279,137
2283,1887,0
2283,2258,112
2284,1888,0
2284,2536,135
2285,1889,0
2285,1890,77
2285,2286,86
2285,2313,93
2286,1889,67
2286,1890,0
2286,2285,86
2286,2460,107
2287,1891,0
2287,2257,118
2288,1892,0
2288,1893,192
2288,2289,168
2288,2522,115
2289,1892,144
2289,1893,0
2289,2288,168
2289,2439,103
2291,1895,0
2291,2517,125
2293,1897,0
2293,2518,99
2293,3343761,180
2293,3343762,180
2294,1898,0
2294,2125,150
2295,1899,0
2295,2353,125
2296,1900,0
2296,1901,231
2296,1902,143
2296,2168,97
2296,2297,225
2296,2298,133
2297,1900,229
2297,1901,0
2297,1902,168
2297,2247,100
2297,2296,225
2297,2298,161
2298,1900,133
2298,1901,166
2298,1902,0
2298,2124,90
2298,2296,133
2298,2297,161
2299,1903,0
2299,2256,144
2301,1871,0
2301,2400,130
2303,1836,0
2303,2229,104
2308,1841,0
2308,2496,99
2309,1842,0
2309,2365,125
2310,1843,0
2310,1844,106
2310,2311,110
2310,2377,147
2311,1843,103
2311,1844,0
2311,2310,110
2311,2527,110
2312,1653,80
2312,1845,0
2312,2472,109
2312,2533,106
2313,1846,0
2313,1847,88
2313,2314,119
2313,2438,128
2313,3343767,180
2313,3343768,180
2314,1846,125
2314,1847,0
2314,2226,129
2314,2313,119
2314,3343767,180
2314,3343768,180
2316,1849,0
2316,2134,124
2321,1854,0
2321,2139,124
2322,1855,0
2322,2259,100
2323,1856,0
2323,2433,112
2325,1858,0
2325,2469,138
2327,1860,0
2327,1861,70
2327,2328,60
2327,2486,107
2328,1860,75
2328,1861,0
2328,2298,105
2328,2327,60
2329,1862,0
2329,2416,106
2331,1864,0
2331,2155,115
2334,1867,0
2334,2476,120
2336,1869,0
2336,2172,120
2336,1166838,180
2336,1166839,180
2336,3343765,180
2336,3343766,180
2337,1870,0
2338,1651,138
2338,1832,74
2338,1833,0
2338,1834,90
2338,2339,90
2338,2371,89
2338,2531,122
2339,1651,200
2339,1832,90
2339,1833,90
2339,1834,0
2339,2338,90
2339,2371,90
2339,2531,200
2341,1802,0
2341,2163,138
2342,1803,0
2342,2323,124
2343,1804,0
2344,1805,0
2344,2221,129
2345,1806,0
2345,2384,150
2346,2193,161
2346,8433,0
2347,1808,0
2347,2272,113
2350,1811,0
2350,2167,90
2351,1812,0
2351,2394,109
2353,1814,0
2353,2354,71
2353,2355,115
2354,1814,89
2354,2346,150
2354,2353,71
2355,1816,0
2355,1817,51
2355,2261,90
2358,1819,0
2358,1820,62
2358,2359,56
2358,2441,110
2359,1819,51
2359,1820,0
2359,2144,132
2359,2358,56
2361,1822,0
2361,2509,103
2363,1824,0
2363,1825,367
2363,1826,108
2363,1827,311
2363,2364,381
2363,2365,108
2363,2366,289
2363,2442,115
2363,2502,30
2364,1824,368
2364,1825,0
2364,1826,396
2364,1827,126
2364,2255,101
2364,2363,381
2364,2365,307
2364,2366,113
2365,1824,108
2365,1825,293
2365,1826,0
2365,1827,235
2365,2263,90
2365,2363,108
2365,2364,307
2365,2366,264
2366,1824,343
2366,1825,101
2366,1826,241
2366,1827,0
2366,2203,117
2366,2363,289
2366,2364,113
2366,2365,264
2367,1828,0
2367,2185,90
2367,2525,126
2371,1651,166
2371,1832,0
2371,1833,72
2371,1834,90
2371,2338,89
2371,2339,90
2371,2429,132
2371,2531,151
2372,1799,0
2372,2427,137
2373,1800,0
2373,2209,154
2374,1764,0
2374,1765,79
2374,2375,79
2374,2487,108
2375,1764,137
2375,1765,0
2375,2099,139
2375,2374,79
2376,1647,130
2376,1766,0
2376,1767,79
2376,2377,153
2376,2389,129
2376,2527,118
2376,967988,180
2376,967989,180
2376,3343777,180
2376,3343778,180
2377,1647,130
2377,1766,128
2377,1767,0
2377,2294,115
2377,2376,153
2377,2527,117
2377,967988,180
2377,967989,180
2377,3343777,180
2377,3343778,180
2382,1772,0
2382,2424,128
2383,1773,0
2383,1774,71
2383,2331,90
2383,2384,99
2384,1773,89
2384,1774,0
2384,2383,99
2384,2435,118
2389,1779,0
2389,2471,113
2390,1780,0
2390,2118,101
2391,1781,0
2391,1782,79
2391,2364,138
2391,2392,111
2392,1781,121
2392,1782,0
2392,2391,111
2392,2512,90
2393,1783,0
2393,2463,128
2394,1784,0
2394,1785,94
2394,2395,87
2394,2398,115
2395,1784,93
2395,1785,0
2395,2205,146
2395,2394,87
2396,1786,0
2396,2514,90
2397,1787,0
2397,2372,103
2398,1788,0
2398,2160,104
2399,1789,0
2399,2339,159
2400,1790,0
2400,2412,135
2401,1791,0
2401,1792,108
2401,2096,115
2401,2402,122
2402,1791,129
2402,1792,0
2402,2401,122
2402,2465,103
2403,1648,129
2403,1793,0
2403,1794,90
2403,2136,125
2403,2404,90
2403,2528,118
2404,1648,116
2404,1793,90
2404,1794,0
2404,2303,101
2404,2403,90
2404,2528,102
2405,1795,0
2405,1796,119
2405,2120,112
2405,2406,125
2406,1795,86
2406,1796,0
2406,2325,108
2406,2405,125
2408,1797,79
2408,1798,0
2408,2492,132
2409,1645,90
